Course_ID,Course_Name,Category,Duration,Enrolled_Students,Completion_Rate,Platform,Price ,Rating 
29,Course_29,Marketing,95,4489,56.8617758,edX,159.1091897,3.570877025
30,Course_30,Design,60,2855,64.69834539,Udemy,115.2647965,4.67635886
31,Course_31,Marketing,47,2913,91.75641337,edX,113.6210873,3.564890433
32,Course_32,Design,26,4502,79.64014243,LinkedIn Learning,144.8470594,4.03214353
33,Course_33,Technology,52,2241,63.33669579,LinkedIn Learning,62.53261867,4.623942406
34,Course_34,Business,14,974,61.3258869,edX,66.79180201,4.745948103
35,Course_35,Programming,15,1025,74.97968136,LinkedIn Learning,171.6794593,3.872309115
36,Course_36,Office Tools,66,3603,86.38853847,Coursera,161.3441399,3.253214626
37,Course_37,Programming,16,2179,78.08386216,edX,158.7398558,3.670443129
38,Course_38,Finance,41,178,80.50992602,Udemy,153.0854346,4.798317057
39,Course_39,AI,38,3989,66.40207522,Udemy,26.08560804,4.991139495
40,Course_40,Design,19,2883,55.63165319,Udemy,119.0529468,3.121747671
41,Course_41,Marketing,88,2840,78.83769935,Udemy,36.01294134,3.274703093
42,Course_42,Technology,74,3265,52.99990118,Udemy,41.32893327,4.754349506
43,Course_43,Technology,57,1736,50.49619843,Udemy,130.0509138,3.7388435
44,Course_44,Data Science,75,2331,65.38183329,Coursera,172.9007027,4.506401676
45,Course_45,Office Tools,98,3821,69.94428131,Udemy,117.9277116,4.724956283
46,Course_46,Office Tools,22,2887,57.87191714,LinkedIn Learning,140.6416587,3.136271906
47,Course_47,Business,97,2772,50.56572308,edX,192.025062,4.505764777
48,Course_48,AI,73,3820,77.41845514,Coursera,149.5605011,4.454383693
49,Course_49,AI,36,3756,72.48191193,LinkedIn Learning,106.1845841,4.586728574
50,Course_50,Programming,40,3089,52.07101481,Udemy,74.36455282,3.864728869
51,Course_51,Design,50,2360,90.28898617,Udemy,187.1604617,4.821477395
52,Course_52,AI,50,1440,92.33134698,LinkedIn Learning,34.62950132,3.489268117
53,Course_53,Technology,39,693,78.85997739,edX,37.39828556,3.423414429
54,Course_54,Programming,59,2172,78.10566645,Udemy,58.63620103,4.389106741
55,Course_55,Marketing,71,3016,69.90539171,Udemy,120.0132196,3.176198778
56,Course_56,Finance,55,3208,62.09484837,Udemy,176.5106665,3.023745557
57,Course_57,AI,15,317,68.18230829,LinkedIn Learning,51.57318854,4.567354802
58,Course_58,Finance,19,913,87.56453772,Coursera,193.1208954,4.166978525
59,Course_59,Office Tools,27,4472,99.09924174,Coursera,131.041469,4.975869357
60,Course_60,Programming,42,779,53.12773058,LinkedIn Learning,147.5990096,4.460156901
61,Course_61,Data Science,27,304,64.3110569,Udemy,132.7263803,4.122075007
62,Course_62,Office Tools,51,572,58.28309659,edX,66.08651922,3.222767221
63,Course_63,AI,54,2328,57.15518863,Coursera,124.259587,3.099699411
64,Course_64,Data Science,67,4328,81.98208259,LinkedIn Learning,73.04622646,4.468377433
65,Course_65,Technology,45,4801,54.73809508,Coursera,22.41420518,3.160136289
66,Course_66,Data Science,14,1853,56.77570478,Udemy,19.69558927,3.005978826
67,Course_67,Design,87,2859,55.81784341,Udemy,101.228615,4.059702779
68,Course_68,Business,56,899,72.04090645,edX,74.33345957,4.868495387
69,Course_69,Office Tools,14,3252,67.49733214,Udemy,11.29532734,4.160689048
70,Course_70,Technology,19,4683,74.6179296,Udemy,198.4739737,3.067565225
71,Course_71,Programming,41,1280,91.24667106,Udemy,52.21828639,3.556144907
72,Course_72,AI,39,1893,89.43617176,LinkedIn Learning,114.8859558,4.520135547
73,Course_73,Office Tools,27,3265,73.74302503,Udemy,118.5280051,3.093968685
74,Course_74,Office Tools,23,3617,95.17825852,Udemy,16.15346862,4.653587761
75,Course_75,Business,62,2638,53.77898817,LinkedIn Learning,167.4529671,3.125450729
76,Course_76,Business,87,2878,78.9383025,LinkedIn Learning,161.4640505,3.682469628
77,Course_77,Marketing,32,815,95.64611929,Coursera,184.0420408,3.298326182
78,Course_78,Business,74,3650,51.24206683,edX,91.2348371,3.765377514
79,Course_79,Office Tools,26,955,92.92002809,LinkedIn Learning,71.50689393,3.170036726
80,Course_80,Business,27,426,83.11585271,LinkedIn Learning,49.68422636,4.224056805
81,Course_81,Office Tools,42,3324,56.16676689,Udemy,30.30192542,4.851885654
82,Course_82,AI,84,2244,51.21694081,Coursera,151.6634196,3.128775272
83,Course_83,Office Tools,15,2588,95.79030657,LinkedIn Learning,65.44758433,4.578414119
84,Course_84,Technology,28,4011,53.38609386,LinkedIn Learning,195.4840966,3.270106188
85,Course_85,Technology,95,2161,91.01238119,LinkedIn Learning,147.676977,3.786933027
86,Course_86,Technology,61,3161,58.91477509,edX,40.30597843,3.336888661
87,Course_87,Marketing,53,197,67.00420057,LinkedIn Learning,129.4494523,3.895033888
88,Course_88,Data Science,67,2896,75.09362259,edX,107.4242843,3.488433575
89,Course_89,Design,65,935,53.41644674,LinkedIn Learning,134.2793139,3.47914505
90,Course_90,Data Science,42,3372,56.35506929,Coursera,41.09502688,3.411420161
91,Course_91,Design,88,3178,86.8962676,LinkedIn Learning,151.3538899,4.578316113
92,Course_92,Office Tools,63,141,55.70280173,Udemy,48.50749427,4.241782536
93,Course_93,Finance,14,4684,69.12926763,Coursera,186.9301453,4.209773931
94,Course_94,Technology,79,2778,75.40448714,Udemy,199.6912372,3.615227545
95,Course_95,Technology,67,1458,93.09349011,edX,161.2504069,4.424960316
96,Course_96,Programming,42,3052,52.95943768,Coursera,161.8398535,3.259498222
97,Course_97,Business,57,4616,62.61495213,LinkedIn Learning,140.4725404,3.511512122
98,Course_98,Design,49,2299,88.31334014,Coursera,45.96751996,3.114104662
99,Course_99,Design,54,4170,51.34839358,edX,193.1852432,4.043212954
100,Course_100,Marketing,22,4607,51.33333659,Coursera,166.7803258,4.166408649
101,Course_101,Design,21,259,56.6211339,Udemy,99.32185685,4.669390619
102,Course_102,AI,77,861,83.21504148,Coursera,145.435794,3.04388437
103,Course_103,Programming,25,121,93.54887338,LinkedIn Learning,131.1458276,3.307333114
104,Course_104,Technology,78,1212,94.30994417,Coursera,140.0235426,3.918160667
105,Course_105,Data Science,47,690,71.47595066,edX,44.22552403,4.682054285
106,Course_106,Finance,44,3237,86.85518411,edX,142.8924571,3.786984098
107,Course_107,Programming,77,1574,95.64107025,LinkedIn Learning,93.71306219,4.910382827
108,Course_108,Design,48,4524,82.22701242,Udemy,179.2380734,4.43349387
109,Course_109,Technology,66,3572,91.82841303,LinkedIn Learning,56.71558801,4.413442672
110,Course_110,Programming,54,1295,75.67683639,LinkedIn Learning,25.85817145,4.364716178
111,Course_111,Data Science,42,2073,82.34486479,LinkedIn Learning,100.9147262,3.70657902
112,Course_112,Programming,100,2615,68.14669057,Coursera,96.45921533,4.979696271
113,Course_113,Marketing,40,4146,52.73829949,edX,147.9388244,3.553850881
114,Course_114,Finance,45,2044,83.26809673,Coursera,196.0356673,4.953115582
115,Course_115,Finance,36,1012,88.27214697,Coursera,22.67852735,4.699792164
116,Course_116,AI,48,3947,90.74142695,Coursera,45.67403425,3.272693512
117,Course_117,Technology,98,185,98.4995025,LinkedIn Learning,77.51620906,4.795083063
118,Course_118,Programming,95,2338,63.2188012,LinkedIn Learning,166.5038081,4.979051887
119,Course_119,Technology,51,682,64.60131086,Udemy,50.06485858,3.015588505
120,Course_120,Office Tools,51,3854,53.17233963,Coursera,171.9066718,4.842160823
121,Course_121,Business,76,3164,77.40002872,edX,68.72902874,4.896333556
122,Course_122,Office Tools,23,2587,73.88019265,Udemy,146.538054,4.061901381
123,Course_123,Data Science,73,3293,93.32625154,Coursera,52.93608096,3.020466602
124,Course_124,Business,93,2492,98.76582377,edX,187.2706358,4.741613709
125,Course_125,Office Tools,72,3288,76.75718432,Coursera,135.8054934,4.219629229
126,Course_126,Finance,27,4896,68.98120677,Coursera,126.0559592,4.575146021
127,Course_127,Programming,34,4720,77.59493253,Udemy,58.20599314,4.436427029
128,Course_128,Programming,28,3699,77.48328867,Udemy,189.9778561,4.577650085
129,Course_129,Office Tools,14,1769,97.71002487,Coursera,36.59181349,3.179446889
130,Course_130,Office Tools,24,4708,65.73976376,Udemy,111.6411159,4.756321542
131,Course_131,Business,29,932,55.14379989,edX,68.911119,4.602638015
132,Course_132,Marketing,63,1184,60.9947757,edX,155.8824849,4.237761125
133,Course_133,Design,17,4875,94.33036321,edX,33.99094812,4.126644066
134,Course_134,Finance,86,1418,70.04398797,Coursera,156.998098,3.897254674
135,Course_135,Marketing,21,2963,61.71314991,LinkedIn Learning,184.0299691,4.426684619
136,Course_136,Technology,98,2718,81.03872065,LinkedIn Learning,39.88861173,3.519713899
137,Course_137,Business,86,540,60.59845698,Coursera,11.5432028,4.337972366
138,Course_138,AI,13,118,66.56866811,LinkedIn Learning,17.38272376,3.499243966
139,Course_139,Business,83,497,64.69643352,LinkedIn Learning,151.8383028,4.372447071
140,Course_140,AI,54,3873,67.56335329,Udemy,48.89951908,4.181001672
141,Course_141,Design,94,3599,97.28339694,Udemy,78.28145975,4.419124494
142,Course_142,Office Tools,94,2987,71.09394211,Udemy,69.59067444,4.678863132
143,Course_143,Design,58,555,69.66118931,LinkedIn Learning,158.726288,3.306030395
144,Course_144,Finance,42,4539,51.60009652,LinkedIn Learning,27.47558399,3.306209244
145,Course_145,Programming,19,4832,58.10798125,edX,32.96876481,4.677687274
146,Course_146,Design,27,3361,88.61680383,edX,192.8443172,4.288321078
147,Course_147,Finance,81,3612,85.9504895,Udemy,115.2690274,4.905309717
148,Course_148,Finance,37,734,95.34776857,Udemy,126.2947658,4.778142221
149,Course_149,Finance,68,3540,58.59469505,edX,190.31437,4.239789197
150,Course_150,Technology,76,2521,63.90052428,Udemy,135.5832485,3.429091404
151,Course_151,Business,79,226,71.37510246,edX,113.6993751,4.481084255
152,Course_152,Programming,42,4090,52.65004947,LinkedIn Learning,86.09675626,4.843165315
153,Course_153,AI,51,231,88.07824809,Udemy,102.181001,3.449933486
154,Course_154,Design,83,1418,82.5215944,edX,139.1535781,4.851119617
155,Course_155,Business,77,4134,74.7897764,Coursera,142.4713849,4.482171258
156,Course_156,Technology,48,3695,88.88699097,LinkedIn Learning,140.5378257,3.145615759
157,Course_157,Finance,25,4082,82.33926838,LinkedIn Learning,124.6537662,3.04365096
158,Course_158,Technology,92,909,77.60300814,Udemy,167.6381022,3.318445603
159,Course_159,Programming,100,4019,64.31777361,Coursera,99.34477818,3.290278183
160,Course_160,Office Tools,33,4786,77.99901803,LinkedIn Learning,52.37733877,3.485582324
161,Course_161,Marketing,64,1077,68.92149742,Udemy,170.1905762,4.64495695
162,Course_162,Marketing,97,959,84.9028607,Udemy,14.37082606,3.960290387
163,Course_163,Marketing,58,2621,55.56842528,LinkedIn Learning,95.13332905,3.538807838
164,Course_164,Office Tools,99,2774,73.66446484,edX,115.4422085,4.74657218
165,Course_165,Programming,26,3747,78.29841642,Coursera,159.0211309,3.268442125
166,Course_166,Data Science,18,1315,68.1401468,edX,104.6146238,4.961689406
167,Course_167,Finance,79,340,99.26131159,edX,174.283507,4.635320213
168,Course_168,Data Science,32,3920,98.44710246,edX,84.49511635,3.297415307
169,Course_169,Programming,37,276,63.08465404,Coursera,118.7655718,3.756624066
170,Course_170,Technology,70,4337,80.49867863,LinkedIn Learning,86.02560961,3.5678525
171,Course_171,Office Tools,18,4946,99.39915586,Coursera,64.44892711,4.571401413
172,Course_172,Marketing,38,2276,88.59503466,Udemy,113.1233562,4.91496587
173,Course_173,Finance,34,1936,54.52948789,LinkedIn Learning,33.46362856,3.611759042
174,Course_174,Technology,75,1851,85.8384597,edX,157.4358048,3.378951388
175,Course_175,Design,11,105,54.29570153,Coursera,66.27086283,4.97269474
176,Course_176,Programming,92,1407,65.39749195,edX,135.009895,4.695211906
177,Course_177,Finance,40,1057,91.39707885,Coursera,188.2100525,3.573089333
178,Course_178,Office Tools,29,342,63.09218089,Udemy,149.4952539,3.992533911
179,Course_179,Office Tools,36,2475,60.15396718,edX,110.6141015,3.431631183
180,Course_180,Finance,36,386,64.40591307,LinkedIn Learning,139.9745413,4.921322016
181,Course_181,AI,13,319,85.63609249,Udemy,123.1053963,3.200912234
182,Course_182,AI,84,190,75.79308421,edX,117.7087316,3.207066946
183,Course_183,Technology,97,1316,68.84449861,edX,27.98165927,4.440969305
184,Course_184,Programming,90,1042,91.55183577,Udemy,106.1850873,3.6594451
185,Course_185,Design,80,4442,72.48187913,edX,183.5049338,3.422179541
186,Course_186,Programming,30,1226,63.01944931,Coursera,158.1541758,4.748391316
187,Course_187,Finance,10,2041,63.5706703,Coursera,62.94403916,3.437181546
188,Course_188,Finance,94,2555,61.7883474,edX,136.4578445,3.267119059
189,Course_189,Technology,68,1169,75.22121385,Coursera,167.526547,4.951038298
190,Course_190,Finance,65,1670,83.61029778,LinkedIn Learning,130.9126608,4.754091505
191,Course_191,Business,40,1002,55.08141744,LinkedIn Learning,68.84212772,4.866039234
192,Course_192,Data Science,51,3402,66.58025119,Udemy,114.5676029,4.898723477
193,Course_193,Data Science,77,4980,92.61649903,Udemy,179.4726212,3.313109595
194,Course_194,Business,71,1024,89.01969664,LinkedIn Learning,92.44039799,4.898215342
195,Course_195,Data Science,85,4724,58.83547948,edX,198.1682969,3.865775707
196,Course_196,Programming,90,4369,64.25586184,Udemy,89.23271713,4.627904344
197,Course_197,Technology,98,3198,83.5288585,LinkedIn Learning,196.571006,4.542302047
198,Course_198,AI,63,1049,65.46466237,edX,82.46449317,3.684117089
199,Course_199,Data Science,61,875,85.21350246,edX,140.2183768,4.656912975
200,Course_200,Technology,33,1737,79.19329151,Udemy,136.4916253,4.459941802
201,Course_201,Business,43,1825,91.87596275,Udemy,37.90918395,4.10273716
202,Course_202,Finance,36,3408,78.14041562,Coursera,182.2592032,3.003970997
203,Course_203,Technology,39,2539,97.62541883,Udemy,125.4197735,4.158303138
204,Course_204,Finance,85,2532,68.56176298,LinkedIn Learning,47.95646834,3.145853691
205,Course_205,Design,12,4873,65.64929622,Udemy,48.59617222,4.314099764
206,Course_206,Finance,72,338,97.58014994,edX,74.54743217,3.087963009
207,Course_207,Programming,83,3962,94.91414979,edX,127.2323446,3.580206113
208,Course_208,Finance,49,3337,59.64831836,edX,35.63605009,4.312663066
209,Course_209,Marketing,15,2101,96.61625217,Udemy,133.5708574,4.272722133
210,Course_210,Office Tools,40,3193,89.90363368,LinkedIn Learning,122.0551452,3.715968177
211,Course_211,Finance,35,1419,92.99580241,Udemy,30.00246994,3.496648171
212,Course_212,Technology,62,979,69.55640923,Coursera,64.57650188,4.800398104
213,Course_213,AI,60,2851,73.97491085,LinkedIn Learning,190.0742538,4.193753486
214,Course_214,Design,27,2938,89.87868219,LinkedIn Learning,175.010799,3.761994416
215,Course_215,Data Science,45,2775,97.54423606,edX,162.1071495,4.159169873
216,Course_216,Design,90,2143,94.31409532,edX,196.3507274,4.100871573
217,Course_217,Finance,88,597,68.13468889,edX,148.3904658,3.320770625
218,Course_218,Marketing,35,1180,74.70217833,LinkedIn Learning,63.47283841,4.11384665
219,Course_219,Office Tools,43,4685,67.70502907,LinkedIn Learning,116.9498822,3.829852434
220,Course_220,Programming,80,2334,89.45082589,edX,19.91576382,4.486461878
221,Course_221,Data Science,21,1578,96.56474859,Coursera,75.25451601,4.429201114
222,Course_222,Design,60,1758,85.76305147,edX,68.14490514,4.201293832
223,Course_223,Design,49,1047,87.76866232,Udemy,109.5457483,3.046517901
224,Course_224,Programming,52,3448,79.39083267,Coursera,46.70857602,3.513698822
225,Course_225,Technology,62,2956,58.49450929,edX,116.7532188,3.154747919
226,Course_226,Technology,44,3173,98.54383823,Coursera,78.97511168,3.841613683
227,Course_227,Finance,69,3648,81.44352271,Udemy,50.27078789,4.712423467
228,Course_228,Marketing,49,1993,92.52685032,Udemy,188.7584827,4.165439549
229,Course_229,Finance,88,4481,70.37228903,Coursera,170.2146774,3.797393779
230,Course_230,Finance,35,929,73.26744007,Udemy,141.7899475,4.789327995
231,Course_231,Business,10,1574,57.15210798,LinkedIn Learning,24.39737823,3.028077076
232,Course_232,Design,39,2019,97.14954742,Coursera,118.7036567,4.449817512
233,Course_233,Technology,67,457,65.75170797,LinkedIn Learning,28.17496868,3.166986374
234,Course_234,Marketing,36,343,75.10860824,Coursera,12.85763626,4.806117441
235,Course_235,Finance,87,420,73.87313735,edX,68.019267,3.751151258
236,Course_236,Technology,69,1722,95.55559403,Coursera,59.25043315,4.321666839
237,Course_237,Design,20,1279,84.77399788,edX,86.84750849,4.452797033
238,Course_238,Technology,100,2781,90.19463478,Udemy,127.3860727,3.671604969
239,Course_239,Programming,98,1321,97.7661904,edX,167.1194772,3.286009407
240,Course_240,Programming,83,1159,67.81727969,edX,18.90714414,3.839108452
241,Course_241,Business,29,2739,60.64881469,Udemy,193.3454949,3.807350512
242,Course_242,Programming,91,2243,95.82638398,Udemy,114.6382121,4.585452156
243,Course_243,Programming,37,302,56.02604101,edX,196.8890949,4.295987205
244,Course_244,Technology,59,2748,92.51979411,Udemy,77.86969612,4.022853554
245,Course_245,Programming,34,2009,76.6700318,Coursera,160.4741199,4.631831818
246,Course_246,Technology,36,2713,60.34097869,edX,101.1925229,3.344203918
247,Course_247,Design,61,1375,84.51407343,edX,73.39742227,3.238712745
248,Course_248,Data Science,36,248,81.66399589,Coursera,183.851568,4.682114185
249,Course_249,Data Science,21,2758,92.70473962,LinkedIn Learning,59.45168284,3.680803879
250,Course_250,Data Science,41,4862,55.09190965,Udemy,157.6916829,3.062154224
251,Course_251,Marketing,68,1427,95.81930477,edX,101.4750349,3.908479432
252,Course_252,Business,97,4358,94.21554342,Coursera,58.17137109,4.157656713
253,Course_253,Business,48,3335,74.78014638,Udemy,38.03386819,3.242446793
254,Course_254,Technology,76,119,64.17675481,Coursera,175.3631014,4.276216208
255,Course_255,Business,94,1604,55.13944185,Coursera,108.7224151,4.754921486
256,Course_256,Programming,77,3044,50.18234089,Udemy,112.3752672,3.971147561
257,Course_257,Data Science,53,3793,97.65988548,Coursera,61.12568659,3.189830127
258,Course_258,Design,62,1326,96.13912457,edX,62.78236677,3.103576612
259,Course_259,Programming,21,388,50.74353241,edX,83.14081282,3.335586043
260,Course_260,Finance,42,4054,70.08861502,Udemy,119.7451201,3.727008428
261,Course_261,Office Tools,83,2660,57.66141211,LinkedIn Learning,85.61936983,3.813707796
262,Course_262,Technology,16,1627,74.3643294,Coursera,135.702663,3.679956829
263,Course_263,Office Tools,79,3294,69.10298417,Udemy,189.1490324,3.746247003
264,Course_264,Data Science,35,3410,86.31407691,edX,183.9394844,3.879753657
265,Course_265,Technology,83,4696,73.69171198,Udemy,150.6407786,3.008499458
266,Course_266,Design,91,4473,59.17963932,Coursera,100.6704972,3.263908829
267,Course_267,Design,100,2943,62.63805837,Udemy,165.5469728,4.321754794
268,Course_268,Office Tools,55,143,83.77320421,Coursera,189.4621156,4.594747525
269,Course_269,Programming,17,3238,64.67135069,Coursera,37.19100805,3.380958827
270,Course_270,Business,24,3757,87.58899696,Coursera,146.9005344,3.578658391
271,Course_271,Technology,21,4298,58.3596619,Udemy,176.2989535,4.937075851
272,Course_272,Office Tools,93,1165,58.095508,LinkedIn Learning,199.1979761,4.832624516
273,Course_273,Data Science,94,1884,92.70007395,edX,19.57783187,4.907785919
274,Course_274,Finance,85,2105,92.91778662,Coursera,79.93507331,3.27112531
275,Course_275,Programming,67,2739,66.03244508,Udemy,121.1337342,3.213796581
276,Course_276,Office Tools,53,4828,58.64180091,edX,124.6125993,4.0739568
277,Course_277,Design,37,2506,77.51169089,Udemy,146.3960964,3.303311323
278,Course_278,Design,91,4995,70.36823031,edX,74.76935458,3.024621218
279,Course_279,Business,19,3860,81.27019273,Coursera,19.71730012,3.649507284
280,Course_280,Technology,29,2559,63.78421922,edX,171.4600266,3.81566041
281,Course_281,AI,45,3541,61.41086666,Udemy,189.3913091,3.873581445
282,Course_282,Data Science,49,197,61.99404828,Udemy,158.5294959,3.080680764
283,Course_283,Business,97,792,73.58154246,Udemy,189.9159284,3.340072287
284,Course_284,Office Tools,22,4289,50.18220604,Coursera,123.6507361,4.506638072
285,Course_285,Data Science,97,324,60.39772821,Coursera,56.33078632,3.838128699
286,Course_286,Data Science,98,3497,53.8073314,Udemy,194.0003625,3.416528446
287,Course_287,Finance,93,2716,99.53631055,edX,195.9062037,4.929475707
288,Course_288,Programming,98,396,83.49380495,edX,103.7056806,3.179412533
289,Course_289,AI,93,2131,73.14169801,Coursera,175.8342192,3.879222675
290,Course_290,Marketing,31,2406,79.95843766,edX,168.802638,4.714917713
291,Course_291,Data Science,28,384,62.36464728,Udemy,28.15769719,4.076071868
292,Course_292,Technology,66,3555,93.10238599,edX,16.51419979,3.331132564
293,Course_293,Office Tools,79,4685,62.53617751,Coursera,129.9543896,3.353480601
294,Course_294,Data Science,14,1922,85.99008082,edX,71.73503896,3.823333285
295,Course_295,Data Science,21,4695,84.31253756,Udemy,180.1991984,4.049899888
296,Course_296,Marketing,55,4619,67.91859146,LinkedIn Learning,190.3796338,3.794089542
297,Course_297,AI,85,3552,71.77025287,LinkedIn Learning,83.35760888,4.030892007
298,Course_298,Data Science,29,504,72.7806015,edX,112.0881002,3.110831517
299,Course_299,Programming,98,1855,97.59253674,Coursera,130.4148447,3.490378165
300,Course_300,Programming,10,264,65.69144419,LinkedIn Learning,79.56748342,4.609533759
301,Course_301,Marketing,59,1845,82.2613213,edX,90.09739358,3.234786563
302,Course_302,Design,77,2588,80.84777946,Coursera,182.8411497,3.628114999
303,Course_303,Technology,90,1203,77.30372364,Udemy,163.4003574,4.123836693
304,Course_304,Marketing,39,664,80.33952646,Coursera,28.39401988,4.238690581
305,Course_305,Office Tools,36,1950,75.75293587,LinkedIn Learning,49.16526525,4.802050056
306,Course_306,Design,44,4089,87.53268945,LinkedIn Learning,123.9481217,4.427607964
307,Course_307,Marketing,85,607,76.54027948,LinkedIn Learning,125.5892191,4.092794228
308,Course_308,Technology,91,4224,84.44949643,Coursera,66.12925329,4.198674586
309,Course_309,Business,84,4181,56.53028605,edX,157.8047047,4.075556964
310,Course_310,Technology,15,828,57.329313,Udemy,182.6573696,3.128228555
311,Course_311,Marketing,44,2507,91.38732417,LinkedIn Learning,88.7972288,3.761038384
312,Course_312,Programming,30,2507,79.90223996,Coursera,171.3986972,4.313007213
313,Course_313,Programming,99,3426,52.34624992,Udemy,152.0272532,3.293977106
314,Course_314,Business,16,3167,86.33131057,edX,176.5975858,3.754353489
315,Course_315,Business,53,2770,85.65678415,LinkedIn Learning,38.08037832,4.488165371
316,Course_316,Technology,46,3582,60.48460695,Udemy,117.2089963,4.60435805
317,Course_317,AI,18,2750,97.19837092,LinkedIn Learning,152.019677,3.727899006
318,Course_318,Technology,89,3600,96.26501067,LinkedIn Learning,128.0528878,4.741218399
319,Course_319,Data Science,17,3248,94.51810119,Udemy,92.77214101,4.918993772
320,Course_320,Marketing,87,4148,86.0043962,Coursera,68.48622701,4.577326017
321,Course_321,Business,53,4100,87.12680843,edX,52.44124146,4.830315354
322,Course_322,Business,12,4264,67.20362752,Udemy,89.96083054,4.294399197
323,Course_323,Office Tools,56,1372,65.29777149,Coursera,65.67409664,3.912980337
324,Course_324,Data Science,68,4401,58.74820699,edX,122.8334232,3.468964118
325,Course_325,Finance,100,3861,54.45315317,Udemy,55.05678371,4.784963751
326,Course_326,AI,21,4080,89.06554563,Udemy,115.9106996,4.271718039
327,Course_327,AI,57,307,68.87569425,edX,170.8891368,4.179705213
328,Course_328,Marketing,33,4238,54.13030296,LinkedIn Learning,42.20268028,3.278013296
329,Course_329,Marketing,82,1144,52.49590345,Coursera,145.710268,4.290314869
330,Course_330,Office Tools,97,2034,51.54543986,Coursera,133.6864335,4.626419191
331,Course_331,Office Tools,65,1605,87.87443068,LinkedIn Learning,121.012526,3.389185728
332,Course_332,Data Science,27,4341,78.32848043,edX,127.2359677,3.749050072
333,Course_333,Office Tools,100,1834,53.85646199,Coursera,113.7584061,3.267837028
334,Course_334,Business,41,4461,75.95842433,Udemy,47.85570825,3.075961611
335,Course_335,Technology,25,522,58.61724826,Udemy,48.94594652,3.361067191
336,Course_336,Business,98,1331,92.01146253,LinkedIn Learning,150.6032017,4.461083864
337,Course_337,Business,87,1559,59.20783144,LinkedIn Learning,163.6660757,3.126736301
338,Course_338,Marketing,25,882,78.96896331,Udemy,96.66394551,4.500432667
339,Course_339,Technology,48,2523,89.80073371,LinkedIn Learning,139.0649366,4.752506764
340,Course_340,AI,36,2454,99.99429955,Udemy,152.6697821,3.989732294
341,Course_341,Marketing,51,4276,52.23237589,LinkedIn Learning,129.4174452,3.399602619
342,Course_342,Office Tools,15,4092,56.04287507,edX,12.87461574,3.191408411
343,Course_343,Finance,70,891,79.90536892,edX,126.8454811,3.194265888
344,Course_344,Technology,15,3588,58.07116174,Coursera,74.32064585,3.699143076
345,Course_345,Finance,83,813,52.22586576,LinkedIn Learning,14.45501328,3.725690164
346,Course_346,Design,45,3224,99.13960161,Coursera,96.24066854,3.061620818
347,Course_347,Marketing,68,2661,98.87428329,Coursera,17.29120239,4.123956212
348,Course_348,Technology,16,419,89.70555642,Coursera,102.4471364,3.085587828
349,Course_349,Design,71,406,79.92745726,edX,165.0403808,4.1114112
350,Course_350,Data Science,58,892,93.40930965,Coursera,143.7555408,4.885355861
351,Course_351,Technology,78,4072,67.64878618,LinkedIn Learning,102.2028344,4.661559759
